id,text,num_words,first_pos_tag,entity,is_singleton,previous_words,next_words
1830,"ANTARA,\NNP",1,NNP,OTHER,True,"['Jepang\\NNP', 'di\\IN', 'Jakarta\\NNP', 'dalam\\IN', 'siaran\\NN', 'pers\\NN', 'Bank\\NNP', 'Dunia\\NNP', 'yang\\SC', 'diterima\\VB']","['Jumat.\\NNP', 'Sedangkan\\CC', 'Dirjen\\NNP', 'Pajak\\NNP', 'Depkeu,\\NNP', 'Darmin\\NNP', 'Nasution\\NNP', 'mengatakan\\VB', 'pihak\\NN', 'nya\\PRP']"
1831,Jumat.\NNP,1,NNP,OTHER,True,"['di\\IN', 'Jakarta\\NNP', 'dalam\\IN', 'siaran\\NN', 'pers\\NN', 'Bank\\NNP', 'Dunia\\NNP', 'yang\\SC', 'diterima\\VB', 'ANTARA,\\NNP']","['Sedangkan\\CC', 'Dirjen\\NNP', 'Pajak\\NNP', 'Depkeu,\\NNP', 'Darmin\\NNP', 'Nasution\\NNP', 'mengatakan\\VB', 'pihak\\NN', 'nya\\PRP', 'menyambut\\VB']"
1832,"Dirjen\NNP Pajak\NNP Depkeu,\NNP",3,NNP,TITLE|OTHER,False,"['dalam\\IN', 'siaran\\NN', 'pers\\NN', 'Bank\\NNP', 'Dunia\\NNP', 'yang\\SC', 'diterima\\VB', 'ANTARA,\\NNP', 'Jumat.\\NNP', 'Sedangkan\\CC']","['Darmin\\NNP', 'Nasution\\NNP', 'mengatakan\\VB', 'pihak\\NN', 'nya\\PRP', 'menyambut\\VB', 'baik\\JJ', 'dukungan\\NN', 'masyarakat\\NN', 'internasional\\JJ']"
1833,Darmin\NNP Nasution\NNP,2,NNP,PERSON,False,"['Bank\\NNP', 'Dunia\\NNP', 'yang\\SC', 'diterima\\VB', 'ANTARA,\\NNP', 'Jumat.\\NNP', 'Sedangkan\\CC', 'Dirjen\\NNP', 'Pajak\\NNP', 'Depkeu,\\NNP']","['mengatakan\\VB', 'pihak\\NN', 'nya\\PRP', 'menyambut\\VB', 'baik\\JJ', 'dukungan\\NN', 'masyarakat\\NN', 'internasional\\JJ', 'terhadap\\IN', 'reformasi\\NN']"
1834,nya\PRP,1,PRP,OTHER,False,"['ANTARA,\\NNP', 'Jumat.\\NNP', 'Sedangkan\\CC', 'Dirjen\\NNP', 'Pajak\\NNP', 'Depkeu,\\NNP', 'Darmin\\NNP', 'Nasution\\NNP', 'mengatakan\\VB', 'pihak\\NN']","['menyambut\\VB', 'baik\\JJ', 'dukungan\\NN', 'masyarakat\\NN', 'internasional\\JJ', 'terhadap\\IN', 'reformasi\\NN', 'perpajakan\\NN', 'yang\\SC', 'tengah\\MD']"
1835,dukungan\NN masyarakat\NN internasional\JJ,3,NN,OTHER,True,"['Dirjen\\NNP', 'Pajak\\NNP', 'Depkeu,\\NNP', 'Darmin\\NNP', 'Nasution\\NNP', 'mengatakan\\VB', 'pihak\\NN', 'nya\\PRP', 'menyambut\\VB', 'baik\\JJ']","['terhadap\\IN', 'reformasi\\NN', 'perpajakan\\NN', 'yang\\SC', 'tengah\\MD', 'dilakukan\\VB', 'pihak\\NN', 'nya.\\PRP', 'Hibah\\NN', 'dari\\IN']"
1836,reformasi\NN perpajakan\NN,2,NN,OTHER,True,"['Nasution\\NNP', 'mengatakan\\VB', 'pihak\\NN', 'nya\\PRP', 'menyambut\\VB', 'baik\\JJ', 'dukungan\\NN', 'masyarakat\\NN', 'internasional\\JJ', 'terhadap\\IN']","['yang\\SC', 'tengah\\MD', 'dilakukan\\VB', 'pihak\\NN', 'nya.\\PRP', 'Hibah\\NN', 'dari\\IN', 'Jepang\\NNP', 'akan\\MD', 'digunakan\\VB']"
1837,nya.\PRP,1,PRP,OTHER,False,"['dukungan\\NN', 'masyarakat\\NN', 'internasional\\JJ', 'terhadap\\IN', 'reformasi\\NN', 'perpajakan\\NN', 'yang\\SC', 'tengah\\MD', 'dilakukan\\VB', 'pihak\\NN']","['Hibah\\NN', 'dari\\IN', 'Jepang\\NNP', 'akan\\MD', 'digunakan\\VB', 'untuk\\SC', 'membiayai\\VB', 'sebuah\\NND', 'kajian\\NN', 'atas\\IN']"
1838,Hibah\NN,1,NN,EVENT,True,"['masyarakat\\NN', 'internasional\\JJ', 'terhadap\\IN', 'reformasi\\NN', 'perpajakan\\NN', 'yang\\SC', 'tengah\\MD', 'dilakukan\\VB', 'pihak\\NN', 'nya.\\PRP']","['dari\\IN', 'Jepang\\NNP', 'akan\\MD', 'digunakan\\VB', 'untuk\\SC', 'membiayai\\VB', 'sebuah\\NND', 'kajian\\NN', 'atas\\IN', 'praktik\\NN']"
1839,Jepang\NNP,1,NNP,LOCATION,False,"['terhadap\\IN', 'reformasi\\NN', 'perpajakan\\NN', 'yang\\SC', 'tengah\\MD', 'dilakukan\\VB', 'pihak\\NN', 'nya.\\PRP', 'Hibah\\NN', 'dari\\IN']","['akan\\MD', 'digunakan\\VB', 'untuk\\SC', 'membiayai\\VB', 'sebuah\\NND', 'kajian\\NN', 'atas\\IN', 'praktik\\NN', 'kami\\PRP', 'selama\\IN']"
1840,sebuah\NND kajian\NN,2,NND,OTHER|ORGANIZATION,True,"['dilakukan\\VB', 'pihak\\NN', 'nya.\\PRP', 'Hibah\\NN', 'dari\\IN', 'Jepang\\NNP', 'akan\\MD', 'digunakan\\VB', 'untuk\\SC', 'membiayai\\VB']","['atas\\IN', 'praktik\\NN', 'kami\\PRP', 'selama\\IN', 'ini\\PR', 'dan\\CC', 'membuat\\VB', 'sebuah\\NND', 'rencana\\NN', 'reformasi\\NN']"
1841,kami\PRP,1,PRP,OTHER,True,"['dari\\IN', 'Jepang\\NNP', 'akan\\MD', 'digunakan\\VB', 'untuk\\SC', 'membiayai\\VB', 'sebuah\\NND', 'kajian\\NN', 'atas\\IN', 'praktik\\NN']","['selama\\IN', 'ini\\PR', 'dan\\CC', 'membuat\\VB', 'sebuah\\NND', 'rencana\\NN', 'reformasi\\NN', 'yang\\SC', 'komprehensif\\JJ', 'dalam\\IN']"
1842,ini\PR,1,PR,OTHER,True,"['akan\\MD', 'digunakan\\VB', 'untuk\\SC', 'membiayai\\VB', 'sebuah\\NND', 'kajian\\NN', 'atas\\IN', 'praktik\\NN', 'kami\\PRP', 'selama\\IN']","['dan\\CC', 'membuat\\VB', 'sebuah\\NND', 'rencana\\NN', 'reformasi\\NN', 'yang\\SC', 'komprehensif\\JJ', 'dalam\\IN', 'bidang\\NN', 'proses\\NN']"
1843,sebuah\NND rencana\NN reformasi\NN,3,NND,OTHER,True,"['membiayai\\VB', 'sebuah\\NND', 'kajian\\NN', 'atas\\IN', 'praktik\\NN', 'kami\\PRP', 'selama\\IN', 'ini\\PR', 'dan\\CC', 'membuat\\VB']","['yang\\SC', 'komprehensif\\JJ', 'dalam\\IN', 'bidang\\NN', 'proses\\NN', 'bisnis,\\NN', 'IT\\FW', 'dan\\CC', 'pengembangan\\NN', 'sumber\\NN']"
1844,"proses\NN bisnis,\NN",2,NN,THINGS|OTHER,True,"['ini\\PR', 'dan\\CC', 'membuat\\VB', 'sebuah\\NND', 'rencana\\NN', 'reformasi\\NN', 'yang\\SC', 'komprehensif\\JJ', 'dalam\\IN', 'bidang\\NN']","['IT\\FW', 'dan\\CC', 'pengembangan\\NN', 'sumber\\NN', 'daya,\\NN', 'kata\\VB', 'Darmin.\\NNP', 'Saat\\NN', 'ini,\\PR', 'Jepang\\NNP']"
1845,IT\FW,1,FW,THINGS,True,"['membuat\\VB', 'sebuah\\NND', 'rencana\\NN', 'reformasi\\NN', 'yang\\SC', 'komprehensif\\JJ', 'dalam\\IN', 'bidang\\NN', 'proses\\NN', 'bisnis,\\NN']","['dan\\CC', 'pengembangan\\NN', 'sumber\\NN', 'daya,\\NN', 'kata\\VB', 'Darmin.\\NNP', 'Saat\\NN', 'ini,\\PR', 'Jepang\\NNP', 'tengah\\MD']"
1846,"pengembangan\NN sumber\NN daya,\NN",3,NN,THINGS|OTHER,True,"['rencana\\NN', 'reformasi\\NN', 'yang\\SC', 'komprehensif\\JJ', 'dalam\\IN', 'bidang\\NN', 'proses\\NN', 'bisnis,\\NN', 'IT\\FW', 'dan\\CC']","['kata\\VB', 'Darmin.\\NNP', 'Saat\\NN', 'ini,\\PR', 'Jepang\\NNP', 'tengah\\MD', 'berkolaborasi\\VB', 'dengan\\IN', 'Bank\\NNP', 'Dunia\\NNP']"
1847,Darmin.\NNP,1,NNP,OTHER,False,"['dalam\\IN', 'bidang\\NN', 'proses\\NN', 'bisnis,\\NN', 'IT\\FW', 'dan\\CC', 'pengembangan\\NN', 'sumber\\NN', 'daya,\\NN', 'kata\\VB']","['Saat\\NN', 'ini,\\PR', 'Jepang\\NNP', 'tengah\\MD', 'berkolaborasi\\VB', 'dengan\\IN', 'Bank\\NNP', 'Dunia\\NNP', 'membantu\\VB', 'Ditjen\\NNP']"
1848,"Saat\NN ini,\PR",2,NN,TIME,True,"['bidang\\NN', 'proses\\NN', 'bisnis,\\NN', 'IT\\FW', 'dan\\CC', 'pengembangan\\NN', 'sumber\\NN', 'daya,\\NN', 'kata\\VB', 'Darmin.\\NNP']","['Jepang\\NNP', 'tengah\\MD', 'berkolaborasi\\VB', 'dengan\\IN', 'Bank\\NNP', 'Dunia\\NNP', 'membantu\\VB', 'Ditjen\\NNP', 'Pajak\\NNP', 'dalam\\IN']"
1849,Jepang\NNP,1,NNP,TIME,False,"['bisnis,\\NN', 'IT\\FW', 'dan\\CC', 'pengembangan\\NN', 'sumber\\NN', 'daya,\\NN', 'kata\\VB', 'Darmin.\\NNP', 'Saat\\NN', 'ini,\\PR']","['tengah\\MD', 'berkolaborasi\\VB', 'dengan\\IN', 'Bank\\NNP', 'Dunia\\NNP', 'membantu\\VB', 'Ditjen\\NNP', 'Pajak\\NNP', 'dalam\\IN', 'modernisasi\\NN']"
1850,Bank\NNP Dunia\NNP,2,NNP,ORGANIZATION,False,"['sumber\\NN', 'daya,\\NN', 'kata\\VB', 'Darmin.\\NNP', 'Saat\\NN', 'ini,\\PR', 'Jepang\\NNP', 'tengah\\MD', 'berkolaborasi\\VB', 'dengan\\IN']","['membantu\\VB', 'Ditjen\\NNP', 'Pajak\\NNP', 'dalam\\IN', 'modernisasi\\NN', 'rencana\\NN', 'untuk\\SC', 'mendukung\\VB', 'reformasi\\NN', 'lembaga\\NN']"
1851,Ditjen\NNP Pajak\NNP,2,NNP,THINGS,True,"['Darmin.\\NNP', 'Saat\\NN', 'ini,\\PR', 'Jepang\\NNP', 'tengah\\MD', 'berkolaborasi\\VB', 'dengan\\IN', 'Bank\\NNP', 'Dunia\\NNP', 'membantu\\VB']","['dalam\\IN', 'modernisasi\\NN', 'rencana\\NN', 'untuk\\SC', 'mendukung\\VB', 'reformasi\\NN', 'lembaga\\NN', 'dan\\CC', 'organisasi,\\NN', 'kemampuan\\NN']"
1852,"lembaga\NN dan\CC organisasi,\NN",3,NN,OTHER,True,"['Dunia\\NNP', 'membantu\\VB', 'Ditjen\\NNP', 'Pajak\\NNP', 'dalam\\IN', 'modernisasi\\NN', 'rencana\\NN', 'untuk\\SC', 'mendukung\\VB', 'reformasi\\NN']","['kemampuan\\NN', 'IT,\\FW', 'dan\\CC', 'manajemen\\NN', 'sumber\\NN', 'daya\\NN', 'manusia.\\NN', 'Pejabat\\NN', 'sementara\\RB', 'Country\\FW']"
1853,"IT,\FW",1,FW,OTHER,True,"['dalam\\IN', 'modernisasi\\NN', 'rencana\\NN', 'untuk\\SC', 'mendukung\\VB', 'reformasi\\NN', 'lembaga\\NN', 'dan\\CC', 'organisasi,\\NN', 'kemampuan\\NN']","['dan\\CC', 'manajemen\\NN', 'sumber\\NN', 'daya\\NN', 'manusia.\\NN', 'Pejabat\\NN', 'sementara\\RB', 'Country\\FW', 'Director\\FW', 'Bank\\NNP']"
1854,manajemen\NN sumber\NN daya\NN manusia.\NN,4,NN,OTHER|THINGS,True,"['rencana\\NN', 'untuk\\SC', 'mendukung\\VB', 'reformasi\\NN', 'lembaga\\NN', 'dan\\CC', 'organisasi,\\NN', 'kemampuan\\NN', 'IT,\\FW', 'dan\\CC']","['Pejabat\\NN', 'sementara\\RB', 'Country\\FW', 'Director\\FW', 'Bank\\NNP', 'Dunia\\NNP', 'untuk\\IN', 'Indonesia,\\NNP', 'Joel\\NNP', 'Hellman\\NNP']"
1855,Pejabat\NN sementara\RB,2,NN,OTHER,True,"['lembaga\\NN', 'dan\\CC', 'organisasi,\\NN', 'kemampuan\\NN', 'IT,\\FW', 'dan\\CC', 'manajemen\\NN', 'sumber\\NN', 'daya\\NN', 'manusia.\\NN']","['Country\\FW', 'Director\\FW', 'Bank\\NNP', 'Dunia\\NNP', 'untuk\\IN', 'Indonesia,\\NNP', 'Joel\\NNP', 'Hellman\\NNP', 'menganggap\\VB', 'bahwa\\SC']"
1856,Country\FW Director\FW,2,FW,TITLE,True,"['organisasi,\\NN', 'kemampuan\\NN', 'IT,\\FW', 'dan\\CC', 'manajemen\\NN', 'sumber\\NN', 'daya\\NN', 'manusia.\\NN', 'Pejabat\\NN', 'sementara\\RB']","['Bank\\NNP', 'Dunia\\NNP', 'untuk\\IN', 'Indonesia,\\NNP', 'Joel\\NNP', 'Hellman\\NNP', 'menganggap\\VB', 'bahwa\\SC', 'pemerintah\\NNP', 'Indonesia\\NNP']"
1857,Bank\NNP Dunia\NNP,2,NNP,ORGANIZATION,True,"['IT,\\FW', 'dan\\CC', 'manajemen\\NN', 'sumber\\NN', 'daya\\NN', 'manusia.\\NN', 'Pejabat\\NN', 'sementara\\RB', 'Country\\FW', 'Director\\FW']","['untuk\\IN', 'Indonesia,\\NNP', 'Joel\\NNP', 'Hellman\\NNP', 'menganggap\\VB', 'bahwa\\SC', 'pemerintah\\NNP', 'Indonesia\\NNP', 'telah\\MD', 'melakukan\\VB']"
1858,"Indonesia,\NNP",1,NNP,OTHER,True,"['sumber\\NN', 'daya\\NN', 'manusia.\\NN', 'Pejabat\\NN', 'sementara\\RB', 'Country\\FW', 'Director\\FW', 'Bank\\NNP', 'Dunia\\NNP', 'untuk\\IN']","['Joel\\NNP', 'Hellman\\NNP', 'menganggap\\VB', 'bahwa\\SC', 'pemerintah\\NNP', 'Indonesia\\NNP', 'telah\\MD', 'melakukan\\VB', 'awalan\\NN', 'yang\\SC']"
1859,Joel\NNP Hellman\NNP,2,NNP,PERSON,True,"['daya\\NN', 'manusia.\\NN', 'Pejabat\\NN', 'sementara\\RB', 'Country\\FW', 'Director\\FW', 'Bank\\NNP', 'Dunia\\NNP', 'untuk\\IN', 'Indonesia,\\NNP']","['menganggap\\VB', 'bahwa\\SC', 'pemerintah\\NNP', 'Indonesia\\NNP', 'telah\\MD', 'melakukan\\VB', 'awalan\\NN', 'yang\\SC', 'sangat\\RB', 'baik\\JJ']"
1860,pemerintah\NNP Indonesia\NNP,2,NNP,OTHER|LOCATION,False,"['Country\\FW', 'Director\\FW', 'Bank\\NNP', 'Dunia\\NNP', 'untuk\\IN', 'Indonesia,\\NNP', 'Joel\\NNP', 'Hellman\\NNP', 'menganggap\\VB', 'bahwa\\SC']","['telah\\MD', 'melakukan\\VB', 'awalan\\NN', 'yang\\SC', 'sangat\\RB', 'baik\\JJ', 'dalam\\IN', 'agenda\\NN', 'reformasi\\NN', 'pajak.\\NN']"
1861,awalan\NN yang\SC sangat\RB baik\JJ,4,NN,OTHER,True,"['untuk\\IN', 'Indonesia,\\NNP', 'Joel\\NNP', 'Hellman\\NNP', 'menganggap\\VB', 'bahwa\\SC', 'pemerintah\\NNP', 'Indonesia\\NNP', 'telah\\MD', 'melakukan\\VB']","['dalam\\IN', 'agenda\\NN', 'reformasi\\NN', 'pajak.\\NN', 'Pemerintah\\NN', 'akan\\MD', 'terus\\RB', 'menjaga\\VB', 'ketahanan\\NN', 'fiskal\\JJ']"
1862,agenda\NN reformasi\NN pajak.\NN,3,NN,OTHER|ORGANIZATION,True,"['bahwa\\SC', 'pemerintah\\NNP', 'Indonesia\\NNP', 'telah\\MD', 'melakukan\\VB', 'awalan\\NN', 'yang\\SC', 'sangat\\RB', 'baik\\JJ', 'dalam\\IN']","['Pemerintah\\NN', 'akan\\MD', 'terus\\RB', 'menjaga\\VB', 'ketahanan\\NN', 'fiskal\\JJ', 'Indonesia\\NNP', 'atas\\IN', 'kemungkinan\\NN', 'terjadinya\\NN']"
1863,Pemerintah\NN,1,NN,ORGANIZATION,False,"['telah\\MD', 'melakukan\\VB', 'awalan\\NN', 'yang\\SC', 'sangat\\RB', 'baik\\JJ', 'dalam\\IN', 'agenda\\NN', 'reformasi\\NN', 'pajak.\\NN']","['akan\\MD', 'terus\\RB', 'menjaga\\VB', 'ketahanan\\NN', 'fiskal\\JJ', 'Indonesia\\NNP', 'atas\\IN', 'kemungkinan\\NN', 'terjadinya\\NN', 'over\\FW']"
1864,ketahanan\NN fiskal\JJ,2,NN,OTHER|THINGS,True,"['sangat\\RB', 'baik\\JJ', 'dalam\\IN', 'agenda\\NN', 'reformasi\\NN', 'pajak.\\NN', 'Pemerintah\\NN', 'akan\\MD', 'terus\\RB', 'menjaga\\VB']","['Indonesia\\NNP', 'atas\\IN', 'kemungkinan\\NN', 'terjadinya\\NN', 'over\\FW', 'exposure\\FW', 'paparan\\NN', 'berlebihan\\JJ', 'ekonomi\\NN', 'Indonesia\\NNP']"
1865,over\FW exposure\FW,2,FW,OTHER|EVENT,True,"['Pemerintah\\NN', 'akan\\MD', 'terus\\RB', 'menjaga\\VB', 'ketahanan\\NN', 'fiskal\\JJ', 'Indonesia\\NNP', 'atas\\IN', 'kemungkinan\\NN', 'terjadinya\\NN']","['paparan\\NN', 'berlebihan\\JJ', 'ekonomi\\NN', 'Indonesia\\NNP', 'dari\\IN', 'pihak\\NN', 'luar\\NN', 'dengan\\SC', 'cara\\NN', 'terus\\RB']"
1866,paparan\NN berlebihan\JJ,2,NN,EVENT,True,"['terus\\RB', 'menjaga\\VB', 'ketahanan\\NN', 'fiskal\\JJ', 'Indonesia\\NNP', 'atas\\IN', 'kemungkinan\\NN', 'terjadinya\\NN', 'over\\FW', 'exposure\\FW']","['ekonomi\\NN', 'Indonesia\\NNP', 'dari\\IN', 'pihak\\NN', 'luar\\NN', 'dengan\\SC', 'cara\\NN', 'terus\\RB', 'memonitor\\VB', 'seluruh\\CD']"
1867,ekonomi\NN Indonesia\NNP,2,NN,EVENT,True,"['ketahanan\\NN', 'fiskal\\JJ', 'Indonesia\\NNP', 'atas\\IN', 'kemungkinan\\NN', 'terjadinya\\NN', 'over\\FW', 'exposure\\FW', 'paparan\\NN', 'berlebihan\\JJ']","['dari\\IN', 'pihak\\NN', 'luar\\NN', 'dengan\\SC', 'cara\\NN', 'terus\\RB', 'memonitor\\VB', 'seluruh\\CD', 'pinjaman\\NN', 'luar\\NN']"
1868,pihak\NN luar\NN,2,NN,EVENT,True,"['atas\\IN', 'kemungkinan\\NN', 'terjadinya\\NN', 'over\\FW', 'exposure\\FW', 'paparan\\NN', 'berlebihan\\JJ', 'ekonomi\\NN', 'Indonesia\\NNP', 'dari\\IN']","['dengan\\SC', 'cara\\NN', 'terus\\RB', 'memonitor\\VB', 'seluruh\\CD', 'pinjaman\\NN', 'luar\\NN', 'negeri\\NN', 'mengingat\\IN', 'banyak\\CD']"
1869,cara\NN,1,NN,EVENT,True,"['over\\FW', 'exposure\\FW', 'paparan\\NN', 'berlebihan\\JJ', 'ekonomi\\NN', 'Indonesia\\NNP', 'dari\\IN', 'pihak\\NN', 'luar\\NN', 'dengan\\SC']","['terus\\RB', 'memonitor\\VB', 'seluruh\\CD', 'pinjaman\\NN', 'luar\\NN', 'negeri\\NN', 'mengingat\\IN', 'banyak\\CD', 'nya\\PRP', 'perusahaan\\NN']"
1870,seluruh\CD pinjaman\NN luar\NN negeri\NN,4,CD,OTHER,True,"['berlebihan\\JJ', 'ekonomi\\NN', 'Indonesia\\NNP', 'dari\\IN', 'pihak\\NN', 'luar\\NN', 'dengan\\SC', 'cara\\NN', 'terus\\RB', 'memonitor\\VB']","['mengingat\\IN', 'banyak\\CD', 'nya\\PRP', 'perusahaan\\NN', 'swasta\\NN', 'yang\\SC', 'kini\\NN', 'sedang\\MD', 'melirik\\VB', 'pembiayaan\\NN']"
1871,nya\PRP,1,PRP,OTHER,True,"['dengan\\SC', 'cara\\NN', 'terus\\RB', 'memonitor\\VB', 'seluruh\\CD', 'pinjaman\\NN', 'luar\\NN', 'negeri\\NN', 'mengingat\\IN', 'banyak\\CD']","['perusahaan\\NN', 'swasta\\NN', 'yang\\SC', 'kini\\NN', 'sedang\\MD', 'melirik\\VB', 'pembiayaan\\NN', 'luar\\NN', 'negeri.\\NN', 'Ini\\PR']"
1872,kini\NN,1,NN,OTHER,True,"['seluruh\\CD', 'pinjaman\\NN', 'luar\\NN', 'negeri\\NN', 'mengingat\\IN', 'banyak\\CD', 'nya\\PRP', 'perusahaan\\NN', 'swasta\\NN', 'yang\\SC']","['sedang\\MD', 'melirik\\VB', 'pembiayaan\\NN', 'luar\\NN', 'negeri.\\NN', 'Ini\\PR', 'akan\\MD', 'mempengaruhi\\VB', 'neraca\\NN', 'pembayaran\\NN']"
1873,pembiayaan\NN luar\NN negeri.\NN,3,NN,OTHER,True,"['negeri\\NN', 'mengingat\\IN', 'banyak\\CD', 'nya\\PRP', 'perusahaan\\NN', 'swasta\\NN', 'yang\\SC', 'kini\\NN', 'sedang\\MD', 'melirik\\VB']","['Ini\\PR', 'akan\\MD', 'mempengaruhi\\VB', 'neraca\\NN', 'pembayaran\\NN', 'kita.\\PRP', 'Karena\\SC', 'itu\\PR', 'perlu\\MD', 'kita\\PRP']"
1874,Ini\PR,1,PR,OTHER,True,"['nya\\PRP', 'perusahaan\\NN', 'swasta\\NN', 'yang\\SC', 'kini\\NN', 'sedang\\MD', 'melirik\\VB', 'pembiayaan\\NN', 'luar\\NN', 'negeri.\\NN']","['akan\\MD', 'mempengaruhi\\VB', 'neraca\\NN', 'pembayaran\\NN', 'kita.\\PRP', 'Karena\\SC', 'itu\\PR', 'perlu\\MD', 'kita\\PRP', 'monitor\\VB']"
1875,kita.\PRP,1,PRP,OTHER,True,"['sedang\\MD', 'melirik\\VB', 'pembiayaan\\NN', 'luar\\NN', 'negeri.\\NN', 'Ini\\PR', 'akan\\MD', 'mempengaruhi\\VB', 'neraca\\NN', 'pembayaran\\NN']","['Karena\\SC', 'itu\\PR', 'perlu\\MD', 'kita\\PRP', 'monitor\\VB', 'dengan\\IN', 'baik,\\JJ', 'kata\\VB', 'Gubernur\\NNP', 'BI,\\NNP']"
1876,itu\PR,1,PR,OTHER,True,"['pembiayaan\\NN', 'luar\\NN', 'negeri.\\NN', 'Ini\\PR', 'akan\\MD', 'mempengaruhi\\VB', 'neraca\\NN', 'pembayaran\\NN', 'kita.\\PRP', 'Karena\\SC']","['perlu\\MD', 'kita\\PRP', 'monitor\\VB', 'dengan\\IN', 'baik,\\JJ', 'kata\\VB', 'Gubernur\\NNP', 'BI,\\NNP', 'Burhanuddin\\NNP', 'Abdullah\\NNP']"
1877,kita\PRP,1,PRP,OTHER,True,"['negeri.\\NN', 'Ini\\PR', 'akan\\MD', 'mempengaruhi\\VB', 'neraca\\NN', 'pembayaran\\NN', 'kita.\\PRP', 'Karena\\SC', 'itu\\PR', 'perlu\\MD']","['monitor\\VB', 'dengan\\IN', 'baik,\\JJ', 'kata\\VB', 'Gubernur\\NNP', 'BI,\\NNP', 'Burhanuddin\\NNP', 'Abdullah\\NNP', 'usai\\SC', 'rapat\\NN']"
1878,"Gubernur\NNP BI,\NNP",2,NNP,TITLE,False,"['pembayaran\\NN', 'kita.\\PRP', 'Karena\\SC', 'itu\\PR', 'perlu\\MD', 'kita\\PRP', 'monitor\\VB', 'dengan\\IN', 'baik,\\JJ', 'kata\\VB']","['Burhanuddin\\NNP', 'Abdullah\\NNP', 'usai\\SC', 'rapat\\NN', 'koordinasi\\NN', 'terbatas\\JJ', 'rakortas\\NN', 'membahas\\VB', 'exposure\\FW', 'ekonomi\\NN']"
1879,Burhanuddin\NNP Abdullah\NNP,2,NNP,PERSON,False,"['Karena\\SC', 'itu\\PR', 'perlu\\MD', 'kita\\PRP', 'monitor\\VB', 'dengan\\IN', 'baik,\\JJ', 'kata\\VB', 'Gubernur\\NNP', 'BI,\\NNP']","['usai\\SC', 'rapat\\NN', 'koordinasi\\NN', 'terbatas\\JJ', 'rakortas\\NN', 'membahas\\VB', 'exposure\\FW', 'ekonomi\\NN', 'Indonesia\\NNP', 'terhadap\\IN']"
1880,rapat\NN koordinasi\NN terbatas\JJ,3,NN,OTHER,False,"['kita\\PRP', 'monitor\\VB', 'dengan\\IN', 'baik,\\JJ', 'kata\\VB', 'Gubernur\\NNP', 'BI,\\NNP', 'Burhanuddin\\NNP', 'Abdullah\\NNP', 'usai\\SC']","['rakortas\\NN', 'membahas\\VB', 'exposure\\FW', 'ekonomi\\NN', 'Indonesia\\NNP', 'terhadap\\IN', 'luar\\NN', 'negeri\\NN', 'di\\IN', 'Gedung\\NNP']"
1881,rakortas\NN,1,NN,OTHER,False,"['baik,\\JJ', 'kata\\VB', 'Gubernur\\NNP', 'BI,\\NNP', 'Burhanuddin\\NNP', 'Abdullah\\NNP', 'usai\\SC', 'rapat\\NN', 'koordinasi\\NN', 'terbatas\\JJ']","['membahas\\VB', 'exposure\\FW', 'ekonomi\\NN', 'Indonesia\\NNP', 'terhadap\\IN', 'luar\\NN', 'negeri\\NN', 'di\\IN', 'Gedung\\NNP', 'Depkeu\\NNP']"
1882,exposure\FW,1,FW,OTHER,True,"['Gubernur\\NNP', 'BI,\\NNP', 'Burhanuddin\\NNP', 'Abdullah\\NNP', 'usai\\SC', 'rapat\\NN', 'koordinasi\\NN', 'terbatas\\JJ', 'rakortas\\NN', 'membahas\\VB']","['ekonomi\\NN', 'Indonesia\\NNP', 'terhadap\\IN', 'luar\\NN', 'negeri\\NN', 'di\\IN', 'Gedung\\NNP', 'Depkeu\\NNP', 'Jakarta,\\NNP', 'Senin.\\NNP']"
1883,luar\NN negeri\NN,2,NN,OTHER,True,"['usai\\SC', 'rapat\\NN', 'koordinasi\\NN', 'terbatas\\JJ', 'rakortas\\NN', 'membahas\\VB', 'exposure\\FW', 'ekonomi\\NN', 'Indonesia\\NNP', 'terhadap\\IN']","['di\\IN', 'Gedung\\NNP', 'Depkeu\\NNP', 'Jakarta,\\NNP', 'Senin.\\NNP', 'Dia\\PRP', 'mengatakan,\\VB', 'rakortas\\NN', 'yang\\SC', 'dihadiri\\VB']"
1884,"Gedung\NNP Depkeu\NNP Jakarta,\NNP",3,NNP,OTHER|LOCATION,True,"['terbatas\\JJ', 'rakortas\\NN', 'membahas\\VB', 'exposure\\FW', 'ekonomi\\NN', 'Indonesia\\NNP', 'terhadap\\IN', 'luar\\NN', 'negeri\\NN', 'di\\IN']","['Senin.\\NNP', 'Dia\\PRP', 'mengatakan,\\VB', 'rakortas\\NN', 'yang\\SC', 'dihadiri\\VB', 'seluruh\\CD', 'pengambil\\NN', 'kebijakan\\NN', 'moneter\\JJ']"
1885,Senin.\NNP,1,NNP,OTHER,True,"['exposure\\FW', 'ekonomi\\NN', 'Indonesia\\NNP', 'terhadap\\IN', 'luar\\NN', 'negeri\\NN', 'di\\IN', 'Gedung\\NNP', 'Depkeu\\NNP', 'Jakarta,\\NNP']","['Dia\\PRP', 'mengatakan,\\VB', 'rakortas\\NN', 'yang\\SC', 'dihadiri\\VB', 'seluruh\\CD', 'pengambil\\NN', 'kebijakan\\NN', 'moneter\\JJ', 'dan\\CC']"
